asr,diar,oracle,clip_id,cp_errors,cp_len,di_errors,di_len,wer_errors,wer_len,wder_errors,wder_len,ref_words,hyp_words,ref_spk,hyp_spk
indicconformer_free,sortformer+rule,False,VHlIFsHPWbk__000023000_000470000,1236,1329,1236,1329,1225,1329,135,1004,1329,1048,4,4
indicconformer_free,sortformer+rule,False,VKY0uuZ6Om8__000575000_000935000,951,1077,951,1077,949,1077,84,574,1077,581,3,3
indicconformer_free,sortformer+rule,False,VY_4x1scS-Y__000013000_000121000,325,336,325,336,325,336,14,80,336,80,4,2
indicconformer_free,sortformer_stream,False,0AEEA8NyVwY__000011000_000609000,1084,1333,1084,1333,1083,1333,41,952,1333,961,3,3
indicconformer_free,sortformer_stream,False,0SoItGfM_sY__000007000_000088000,169,165,169,165,160,165,23,138,165,138,5,3
indicconformer_free,sortformer_stream,False,0VEwL9XZ0LY__000261000_000557000,804,873,786,873,611,873,375,811,873,840,2,3
indicconformer_free,sortformer_stream,False,0esIFSOAcFs__000000000_000913000,2619,2748,2619,2748,2584,2748,496,1348,2748,1353,3,3
indicconformer_free,sortformer_stream,False,0p6cktLGIfY__000012000_000930000,2451,2567,2451,2567,2448,2567,213,1018,2567,1027,6,4
indicconformer_free,sortformer_stream,False,13VBh0Z6QmE__000000000_000904000,2487,2499,2487,2499,2485,2499,102,182,2499,182,4,4
indicconformer_free,sortformer_stream,False,1LFl5JEipII__000000000_000597000,1566,1590,1566,1590,1552,1590,200,299,1590,299,5,4
indicconformer_free,sortformer_stream,False,2HGP34TNvjg__000084000_000194000,329,296,288,296,278,296,89,232,296,250,2,3
indicconformer_free,sortformer_stream,False,2LN6vb7EBn0__000098000_000394000,745,751,745,751,744,751,25,40,751,40,3,3
indicconformer_free,sortformer_stream,False,2T4pjueLrsk__000677000_001290000,2271,2314,2270,2314,2260,2314,301,546,2314,548,4,4
indicconformer_free,sortformer_stream,False,2gGHQgj9yno__000000000_000099000,279,285,279,285,279,285,20,59,285,60,4,3
indicconformer_free,sortformer_stream,False,2iMXYxBTwbM__000339000_000401000,180,188,180,188,180,188,25,45,188,45,3,2
indicconformer_free,sortformer_stream,False,37dND_0r6S8__000060000_000222000,557,557,557,557,557,557,0,3,557,3,2,1
indicconformer_free,sortformer_stream,False,4Qg2jWP6_T0__000136000_000202000,264,266,264,266,263,266,72,92,266,92,3,2
indicconformer_free,sortformer_stream,False,6-726qTlYeg__000102000_000162000,211,214,210,214,211,214,48,87,214,87,2,3
indicconformer_free,sortformer_stream,False,6ZeRgvDHwcI__000006000_000100000,182,189,182,189,180,189,27,77,189,77,2,2
indicconformer_free,sortformer_stream,False,6f6TLzlP8Wk__000082000_000144000,234,236,234,236,234,236,57,115,236,115,2,2
indicconformer_free,sortformer_stream,False,7L4gi7Ncc0s__000090000_000148000,126,125,126,125,125,125,7,122,125,122,2,2
indicconformer_free,sortformer_stream,False,7WhVNRHbjIY__000091000_001089000,2428,2482,2428,2482,2425,2482,124,358,2482,359,5,4
indicconformer_free,sortformer_stream,False,7YfsQPYY-W0__000351000_000411000,207,208,207,208,207,208,11,30,208,30,2,2
indicconformer_free,sortformer_stream,False,7c9ePKgqams__000299000_000869000,1631,1522,1688,1522,1388,1522,748,1211,1522,1250,4,4
indicconformer_free,sortformer_stream,False,7k-xDqNjESc__000073000_000981000,2138,2239,2138,2239,2070,2239,441,1814,2239,1842,4,3
indicconformer_free,sortformer_stream,False,83gP2vLH7UY__000255000_002005000,5578,5799,5578,5799,5034,5799,2198,3225,5799,3312,5,4
indicconformer_free,sortformer_stream,False,86mMTUeDiR8__000181000_001079000,2327,2393,2327,2393,2305,2393,298,745,2393,751,5,4
indicconformer_free,sortformer_stream,False,87Zbup3ohcw__000106000_000445000,713,749,713,749,684,749,150,326,749,331,4,3
indicconformer_free,sortformer_stream,False,8Ve4SWhlrrA__000000000_000070000,124,133,124,133,121,133,5,132,133,136,2,1
indicconformer_free,sortformer_stream,False,8mvORuRHw2U__000000000_001197000,3359,3492,3359,3492,3317,3492,596,1112,3492,1121,4,4
indicconformer_free,sortformer_stream,False,8o7jKmq6HsM__000030000_001770000,4368,4572,4368,4572,4104,4572,1087,1945,4572,1962,6,4
indicconformer_free,sortformer_stream,False,8pkp-lpMJP0__000326000_000926000,1483,1535,1479,1535,1470,1535,278,724,1535,725,8,4
indicconformer_free,sortformer_stream,False,8r2Nltl0W4o__000259000_000320000,229,253,229,253,227,253,2,167,253,181,2,1
indicconformer_free,sortformer_stream,False,90uAd6xpTPo__000016000_000408000,1440,1212,1440,1212,1118,1212,479,921,1212,939,4,2
indicconformer_free,sortformer_stream,False,9Aw8kg8w5Xo__000000000_000083000,208,199,187,199,186,199,32,132,199,132,4,3
indicconformer_free,sortformer_stream,False,9_GMxc_JjyI__000236000_000368000,352,371,352,371,349,371,41,299,371,303,2,2
indicconformer_free,sortformer_stream,False,ARCKJrGkITw__000014000_000496000,1321,1375,1321,1375,1201,1375,436,1015,1375,1032,3,3
indicconformer_free,sortformer_stream,False,ARZl7LT0UC0__000073000_000130000,151,153,151,153,151,153,24,67,153,67,3,3
indicconformer_free,sortformer_stream,False,A_dohDOK6Ic__000000000_000600000,1761,1829,1761,1829,1692,1829,320,907,1829,912,3,3
indicconformer_free,sortformer_stream,False,B2ScTgeIIck__000117000_000180000,169,174,169,174,170,174,27,96,174,96,2,2
indicconformer_free,sortformer_stream,False,BGAAfht5dYw__000000000_000612000,2065,2105,2065,2105,2062,2105,215,435,2105,435,4,4
indicconformer_free,sortformer_stream,False,BYLcUGNB_zM__000020000_001387000,3219,3287,3219,3287,3108,3287,318,2955,3287,3007,4,4
indicconformer_free,sortformer_stream,False,Bngfppo1QtA__000028000_000927000,2405,2456,2405,2456,2366,2456,367,863,2456,867,5,4
indicconformer_free,sortformer_stream,False,CO_8ppdzq9U__000000000_000695000,1755,1591,1755,1591,1501,1591,642,859,1591,875,4,4
indicconformer_free,sortformer_stream,False,Cku_X_SL7qU__000060000_000660000,1764,1778,1761,1778,1761,1778,156,351,1778,351,3,4
indicconformer_free,sortformer_stream,False,DPmew0didIM__000191000_000512000,743,768,743,768,742,768,122,495,768,497,5,4
indicconformer_free,sortformer_stream,False,EmsKkNN2Me4__000035000_000095000,175,179,175,179,175,179,42,81,179,81,2,2
indicconformer_free,sortformer_stream,False,ExGJodnzocM__000212000_000527000,1125,1161,1124,1161,1114,1161,202,395,1161,396,4,4
indicconformer_free,sortformer_stream,False,F2uXav-wriA__000000000_000907000,2983,2765,2983,2765,2562,2765,755,1854,2765,1884,4,4
indicconformer_free,sortformer_stream,False,FDMf9ApmoNU__000016000_000686000,1618,1670,1617,1670,1612,1670,157,489,1670,490,4,3
indicconformer_free,sortformer_stream,False,G6qzg93FxwE__000021000_000116000,231,267,231,267,231,267,5,147,267,148,2,2
indicconformer_free,sortformer_stream,False,GEc_sS2KWo8__000096000_000290000,509,518,509,518,505,518,64,237,518,237,4,3
indicconformer_free,sortformer_stream,False,GfFLEIAAumk__000090000_000163000,207,216,207,216,207,216,8,79,216,79,2,2
indicconformer_free,sortformer_stream,False,Gq45evw6ytY__000597000_001464000,2680,2740,2676,2740,2659,2740,446,836,2740,842,3,4
indicconformer_free,sortformer_stream,False,HZv_WvIr6lE__000021000_000105000,252,260,252,260,252,260,10,63,260,63,3,3
indicconformer_free,sortformer_stream,False,HpYG46tGyYs__000103000_000998000,2511,2552,2732,2552,2260,2552,1198,2457,2552,2600,4,4
indicconformer_free,sortformer_stream,False,IAm1rt-MYcA__000004000_000558000,1611,1688,1611,1688,1600,1688,144,723,1688,727,4,3
indicconformer_free,sortformer_stream,False,Iare1Emeueg__000016000_000069000,137,139,137,139,137,139,7,34,139,34,2,2
indicconformer_free,sortformer_stream,False,IfTL8SSN270__000062000_000671000,2082,2214,2082,2214,2054,2214,425,1232,2214,1242,4,4
indicconformer_free,sortformer_stream,False,Ig6szCD8m20__000046000_000106000,169,193,169,193,170,193,30,164,193,171,2,2
indicconformer_free,sortformer_stream,False,Iqhnt8ENm3U__000027000_000088000,168,177,166,177,167,177,37,71,177,71,3,3
indicconformer_free,sortformer_stream,False,J4-VpEkBzWw__000000000_000600000,1736,1552,1788,1552,1444,1552,924,1103,1552,1124,7,4
indicconformer_free,sortformer_stream,False,JBYGLQJwFDc__000103000_000407000,660,680,660,680,657,680,53,152,680,153,3,2
indicconformer_free,sortformer_stream,False,JSB1CeS4pP8__000000000_000632000,1988,2088,1988,2088,1984,2088,315,1027,2088,1034,4,4
indicconformer_free,sortformer_stream,False,Jc5AVwg2cZM__000153000_000214000,163,172,162,172,161,172,21,85,172,86,3,4
indicconformer_free,sortformer_stream,False,KAtdcDieQMw__000057000_000599000,1850,1742,1842,1742,1679,1742,874,1137,1742,1145,3,4
indicconformer_free,sortformer_stream,False,KPkRi3GM7fs__000047000_000642000,2198,1773,2198,1773,1646,1773,951,1652,1773,1705,3,2
indicconformer_free,sortformer_stream,False,Kdi-ECuOaKg__000002000_000078000,94,91,94,91,85,91,30,76,91,78,6,3
indicconformer_free,sortformer_stream,False,L7xRazDdtgw__000019000_000083000,100,102,100,102,99,102,12,25,102,25,3,2
indicconformer_free,sortformer_stream,False,LBIWBxQ5H1s__000090000_001020000,2417,2452,2417,2452,2370,2452,677,1164,2452,1171,4,4
indicconformer_free,sortformer_stream,False,LK23jX9tgZM__000059000_000221000,537,548,537,548,537,548,15,117,548,121,3,3
indicconformer_free,sortformer_stream,False,LctYmmr9-Vg__000000000_000061000,128,139,128,139,126,139,7,62,139,62,2,2
indicconformer_free,sortformer_stream,False,LqQHdo7t5Ps__000198000_000498000,564,692,564,692,555,692,34,542,692,553,3,3
indicconformer_free,sortformer_stream,False,Md3p6RTanBg__000315000_000426000,268,298,268,298,263,298,16,163,298,167,3,3
indicconformer_free,sortformer_stream,False,MmtWBUK2DKE__000000000_000310000,1211,1083,1211,1083,1008,1083,455,744,1083,758,5,2
indicconformer_free,sortformer_stream,False,NLgHpYyf5bY__000313000_000383000,235,240,235,240,236,240,26,191,240,191,2,2
indicconformer_free,sortformer_stream,False,NuhdqCEuIBo__000197000_000540000,1288,1369,1283,1369,1280,1369,160,665,1369,676,3,4
indicconformer_free,sortformer_stream,False,O4_aeGFzZ8A__000000000_000335000,792,702,792,702,658,702,274,548,702,557,8,4
indicconformer_free,sortformer_stream,False,OXUt5KnlUMo__000091000_000181000,227,248,227,248,227,248,38,174,248,175,2,2
indicconformer_free,sortformer_stream,False,OxYCBQKZ3iY__000000000_001822000,5483,5525,5483,5525,5455,5525,1393,1929,5525,1929,7,4
indicconformer_free,sortformer_stream,False,PCUA2q2C-2A__000045000_000107000,117,154,117,154,117,154,1,146,154,158,3,3
indicconformer_free,sortformer_stream,False,PEDfT9-Yf2o__000000000_000469000,965,1051,965,1051,911,1051,170,816,1051,840,3,3
indicconformer_free,sortformer_stream,False,PQB3-4sZUeY__000000000_001132000,2997,3024,2997,3024,2975,3024,755,1048,3024,1048,4,4
indicconformer_free,sortformer_stream,False,PRAzUz0GANs__000223000_000283000,195,194,192,194,193,194,55,103,194,103,2,3
indicconformer_free,sortformer_stream,False,PSIzXy5-y2E__000002000_000918000,2433,2480,2446,2480,2153,2480,782,1626,2480,1647,3,4
indicconformer_free,sortformer_stream,False,PVDfS7lcJHY__000000000_000360000,1017,1036,1017,1036,1001,1036,273,467,1036,467,6,4
indicconformer_free,sortformer_stream,False,Pjre5dpnKGA__000000000_000330000,755,769,751,769,748,769,138,357,769,359,4,4
indicconformer_free,sortformer_stream,False,QhpjuNTZoA8__000000000_000586000,1542,1572,1544,1572,1521,1572,460,1029,1572,1040,3,4
indicconformer_free,sortformer_stream,False,QuA_B6IZ6Ls__000061000_001863000,6315,6635,6315,6635,6221,6635,1475,3346,6635,3366,4,4
indicconformer_free,sortformer_stream,False,RL2fhIEEbZg__000000000_000065000,154,164,154,164,154,164,14,81,164,81,3,2
indicconformer_free,sortformer_stream,False,RL2fhIEEbZg__000066000_001034000,2427,2570,2381,2570,2366,2570,274,1470,2570,1480,3,4
indicconformer_free,sortformer_stream,False,RWTmftezCwI__000000000_000060000,106,119,106,119,106,119,16,67,119,67,2,1
indicconformer_free,sortformer_stream,False,RZUZyvRzi80__000000000_000336000,1124,1085,1124,1085,909,1085,222,934,1085,964,4,3
indicconformer_free,sortformer_stream,False,SZ7ay4OjfAE__000000000_000897000,2122,2159,2116,2159,2076,2159,669,919,2159,926,5,4
indicconformer_free,sortformer_stream,False,T3I2T-cfhG4__000160000_000210000,97,116,97,116,97,116,0,98,116,101,2,2
indicconformer_free,sortformer_stream,False,TU3M6wSQV_g__000099000_000171000,199,216,199,216,198,216,13,118,216,119,2,2
indicconformer_free,sortformer_stream,False,Tlha36rSd5o__000240000_000374000,291,318,291,318,291,318,2,165,318,169,2,2
indicconformer_free,sortformer_stream,False,TrPnW5kLAyQ__000093000_000513000,1008,1099,1008,1099,965,1099,147,704,1099,712,4,4
indicconformer_free,sortformer_stream,False,U_EHjxThUgc__000181000_000289000,287,299,287,299,253,299,46,214,299,217,3,2
indicconformer_free,sortformer_stream,False,VHlIFsHPWbk__000023000_000470000,1299,1329,1338,1329,1225,1329,582,1004,1329,1048,4,4
indicconformer_free,sortformer_stream,False,VKY0uuZ6Om8__000575000_000935000,982,1077,982,1077,949,1077,209,574,1077,581,3,3
indicconformer_free,sortformer_stream,False,VY_4x1scS-Y__000013000_000121000,325,336,325,336,325,336,10,80,336,80,4,3
indicconformer_free,sortformer_stream+rule,False,0AEEA8NyVwY__000011000_000609000,1083,1333,1083,1333,1083,1333,42,952,1333,961,3,3
indicconformer_free,sortformer_stream+rule,False,0SoItGfM_sY__000007000_000088000,169,165,169,165,160,165,22,138,165,138,5,3
indicconformer_free,sortformer_stream+rule,False,0VEwL9XZ0LY__000261000_000557000,808,873,790,873,611,873,378,811,873,840,2,3
indicconformer_free,sortformer_stream+rule,False,0esIFSOAcFs__000000000_000913000,2624,2748,2624,2748,2584,2748,495,1348,2748,1353,3,3
indicconformer_free,sortformer_stream+rule,False,0p6cktLGIfY__000012000_000930000,2453,2567,2453,2567,2448,2567,209,1018,2567,1027,6,4
indicconformer_free,sortformer_stream+rule,False,13VBh0Z6QmE__000000000_000904000,2487,2499,2487,2499,2485,2499,106,182,2499,182,4,4
indicconformer_free,sortformer_stream+rule,False,1LFl5JEipII__000000000_000597000,1566,1590,1565,1590,1552,1590,185,299,1590,299,5,4
indicconformer_free,sortformer_stream+rule,False,2HGP34TNvjg__000084000_000194000,332,296,290,296,278,296,89,232,296,250,2,3
indicconformer_free,sortformer_stream+rule,False,2LN6vb7EBn0__000098000_000394000,745,751,745,751,744,751,26,40,751,40,3,3
indicconformer_free,sortformer_stream+rule,False,2T4pjueLrsk__000677000_001290000,2269,2314,2269,2314,2260,2314,297,546,2314,548,4,3
indicconformer_free,sortformer_stream+rule,False,2gGHQgj9yno__000000000_000099000,279,285,279,285,279,285,18,59,285,60,4,2
indicconformer_free,sortformer_stream+rule,False,2iMXYxBTwbM__000339000_000401000,180,188,180,188,180,188,23,45,188,45,3,2
indicconformer_free,sortformer_stream+rule,False,37dND_0r6S8__000060000_000222000,557,557,557,557,557,557,0,3,557,3,2,1
indicconformer_free,sortformer_stream+rule,False,4Qg2jWP6_T0__000136000_000202000,263,266,263,266,263,266,43,92,266,92,3,2
indicconformer_free,sortformer_stream+rule,False,6-726qTlYeg__000102000_000162000,211,214,210,214,211,214,50,87,214,87,2,3
indicconformer_free,sortformer_stream+rule,False,6ZeRgvDHwcI__000006000_000100000,182,189,182,189,180,189,26,77,189,77,2,2
indicconformer_free,sortformer_stream+rule,False,6f6TLzlP8Wk__000082000_000144000,234,236,234,236,234,236,64,115,236,115,2,2
indicconformer_free,sortformer_stream+rule,False,7L4gi7Ncc0s__000090000_000148000,126,125,126,125,125,125,7,122,125,122,2,2
indicconformer_free,sortformer_stream+rule,False,7WhVNRHbjIY__000091000_001089000,2429,2482,2429,2482,2425,2482,126,358,2482,359,5,4
indicconformer_free,sortformer_stream+rule,False,7YfsQPYY-W0__000351000_000411000,207,208,207,208,207,208,9,30,208,30,2,2
indicconformer_free,sortformer_stream+rule,False,7c9ePKgqams__000299000_000869000,1631,1522,1690,1522,1388,1522,749,1211,1522,1250,4,4
indicconformer_free,sortformer_stream+rule,False,7k-xDqNjESc__000073000_000981000,2137,2239,2137,2239,2070,2239,441,1814,2239,1842,4,3
indicconformer_free,sortformer_stream+rule,False,83gP2vLH7UY__000255000_002005000,5587,5799,5587,5799,5034,5799,2240,3225,5799,3312,5,4
indicconformer_free,sortformer_stream+rule,False,86mMTUeDiR8__000181000_001079000,2332,2393,2332,2393,2305,2393,300,745,2393,751,5,4
indicconformer_free,sortformer_stream+rule,False,87Zbup3ohcw__000106000_000445000,711,749,711,749,684,749,149,326,749,331,4,3
indicconformer_free,sortformer_stream+rule,False,8Ve4SWhlrrA__000000000_000070000,124,133,124,133,121,133,5,132,133,136,2,1
indicconformer_free,sortformer_stream+rule,False,8mvORuRHw2U__000000000_001197000,3359,3492,3359,3492,3317,3492,591,1112,3492,1121,4,4
indicconformer_free,sortformer_stream+rule,False,8o7jKmq6HsM__000030000_001770000,4368,4572,4368,4572,4104,4572,1085,1945,4572,1962,6,4
indicconformer_free,sortformer_stream+rule,False,8pkp-lpMJP0__000326000_000926000,1482,1535,1480,1535,1470,1535,278,724,1535,725,8,4
indicconformer_free,sortformer_stream+rule,False,8r2Nltl0W4o__000259000_000320000,229,253,229,253,227,253,2,167,253,181,2,1
indicconformer_free,sortformer_stream+rule,False,90uAd6xpTPo__000016000_000408000,1439,1212,1439,1212,1118,1212,480,921,1212,939,4,2
indicconformer_free,sortformer_stream+rule,False,9Aw8kg8w5Xo__000000000_000083000,207,199,188,199,186,199,31,132,199,132,4,3
indicconformer_free,sortformer_stream+rule,False,9_GMxc_JjyI__000236000_000368000,353,371,353,371,349,371,37,299,371,303,2,2
indicconformer_free,sortformer_stream+rule,False,ARCKJrGkITw__000014000_000496000,1319,1375,1319,1375,1201,1375,414,1015,1375,1032,3,3
indicconformer_free,sortformer_stream+rule,False,ARZl7LT0UC0__000073000_000130000,151,153,151,153,151,153,22,67,153,67,3,3
indicconformer_free,sortformer_stream+rule,False,A_dohDOK6Ic__000000000_000600000,1762,1829,1762,1829,1692,1829,320,907,1829,912,3,3
indicconformer_free,sortformer_stream+rule,False,B2ScTgeIIck__000117000_000180000,169,174,169,174,170,174,30,96,174,96,2,2
indicconformer_free,sortformer_stream+rule,False,BGAAfht5dYw__000000000_000612000,2065,2105,2065,2105,2062,2105,212,435,2105,435,4,3
indicconformer_free,sortformer_stream+rule,False,BYLcUGNB_zM__000020000_001387000,3223,3287,3223,3287,3108,3287,311,2955,3287,3007,4,4
indicconformer_free,sortformer_stream+rule,False,Bngfppo1QtA__000028000_000927000,2406,2456,2406,2456,2366,2456,372,863,2456,867,5,4
indicconformer_free,sortformer_stream+rule,False,CO_8ppdzq9U__000000000_000695000,1760,1591,1760,1591,1501,1591,646,859,1591,875,4,4
indicconformer_free,sortformer_stream+rule,False,Cku_X_SL7qU__000060000_000660000,1762,1778,1761,1778,1761,1778,157,351,1778,351,3,4
indicconformer_free,sortformer_stream+rule,False,DPmew0didIM__000191000_000512000,744,768,744,768,742,768,124,495,768,497,5,4
indicconformer_free,sortformer_stream+rule,False,EmsKkNN2Me4__000035000_000095000,175,179,175,179,175,179,38,81,179,81,2,2
indicconformer_free,sortformer_stream+rule,False,ExGJodnzocM__000212000_000527000,1124,1161,1123,1161,1114,1161,202,395,1161,396,4,4
indicconformer_free,sortformer_stream+rule,False,F2uXav-wriA__000000000_000907000,2989,2765,2989,2765,2562,2765,751,1854,2765,1884,4,4
indicconformer_free,sortformer_stream+rule,False,FDMf9ApmoNU__000016000_000686000,1619,1670,1617,1670,1612,1670,158,489,1670,490,4,3
indicconformer_free,sortformer_stream+rule,False,G6qzg93FxwE__000021000_000116000,231,267,231,267,231,267,4,147,267,148,2,2
indicconformer_free,sortformer_stream+rule,False,GEc_sS2KWo8__000096000_000290000,509,518,508,518,505,518,61,237,518,237,4,3
indicconformer_free,sortformer_stream+rule,False,GfFLEIAAumk__000090000_000163000,208,216,208,216,207,216,9,79,216,79,2,2
indicconformer_free,sortformer_stream+rule,False,Gq45evw6ytY__000597000_001464000,2677,2740,2677,2740,2659,2740,453,836,2740,842,3,3
indicconformer_free,sortformer_stream+rule,False,HZv_WvIr6lE__000021000_000105000,253,260,253,260,252,260,17,63,260,63,3,3
indicconformer_free,sortformer_stream+rule,False,HpYG46tGyYs__000103000_000998000,2508,2552,2731,2552,2260,2552,1194,2457,2552,2600,4,4
