asr,diar,oracle,clip_id,cp_errors,cp_len,di_errors,di_len,wer_errors,wer_len,wder_errors,wder_len,ref_words,hyp_words,ref_spk,hyp_spk
indicconformer_free,ref,True,7c9ePKgqams__000299000_000869000,1433,1522,1427,1522,1388,1522,235,1211,1522,1250,4,4
indicconformer_free,ref,True,7k-xDqNjESc__000073000_000981000,2112,2239,2108,2239,2070,2239,379,1814,2239,1842,4,4
indicconformer_free,ref,True,83gP2vLH7UY__000255000_002005000,5082,5799,5082,5799,5034,5799,481,3225,5799,3312,5,5
indicconformer_free,ref,True,86mMTUeDiR8__000181000_001079000,2306,2393,2306,2393,2305,2393,188,745,2393,751,5,5
indicconformer_free,ref,True,87Zbup3ohcw__000106000_000445000,705,749,705,749,684,749,28,326,749,331,4,4
indicconformer_free,ref,True,8Ve4SWhlrrA__000000000_000070000,122,133,122,133,121,133,5,132,133,136,2,2
indicconformer_free,ref,True,8mvORuRHw2U__000000000_001197000,3325,3492,3325,3492,3317,3492,286,1112,3492,1121,4,4
indicconformer_free,ref,True,8o7jKmq6HsM__000030000_001770000,4106,4572,4106,4572,4104,4572,149,1945,4572,1962,6,6
indicconformer_free,ref,True,8pkp-lpMJP0__000326000_000926000,1476,1535,1475,1535,1470,1535,241,724,1535,725,8,8
indicconformer_free,ref,True,8r2Nltl0W4o__000259000_000320000,229,253,229,253,227,253,2,167,253,181,2,1
indicconformer_free,ref,True,90uAd6xpTPo__000016000_000408000,1125,1212,1125,1212,1118,1212,56,921,1212,939,4,4
indicconformer_free,ref,True,9Aw8kg8w5Xo__000000000_000083000,186,199,186,199,186,199,12,132,199,132,4,2
indicconformer_free,ref,True,9_GMxc_JjyI__000236000_000368000,353,371,353,371,349,371,32,299,371,303,2,2
indicconformer_free,ref,True,ARCKJrGkITw__000014000_000496000,1247,1375,1247,1375,1201,1375,277,1015,1375,1032,3,3
indicconformer_free,ref,True,ARZl7LT0UC0__000073000_000130000,151,153,151,153,151,153,25,67,153,67,3,3
indicconformer_free,ref,True,A_dohDOK6Ic__000000000_000600000,1693,1829,1693,1829,1692,1829,62,907,1829,912,3,3
indicconformer_free,ref,True,B2ScTgeIIck__000117000_000180000,171,174,171,174,170,174,27,96,174,96,2,2
indicconformer_free,ref,True,BGAAfht5dYw__000000000_000612000,2062,2105,2062,2105,2062,2105,166,435,2105,435,4,4
indicconformer_free,ref,True,BYLcUGNB_zM__000020000_001387000,3126,3287,3126,3287,3108,3287,138,2955,3287,3007,4,4
indicconformer_free,ref,True,Bngfppo1QtA__000028000_000927000,2384,2456,2384,2456,2366,2456,277,863,2456,867,5,5
indicconformer_free,ref,True,CO_8ppdzq9U__000000000_000695000,1499,1591,1499,1591,1501,1591,144,859,1591,875,4,4
indicconformer_free,ref,True,Cku_X_SL7qU__000060000_000660000,1761,1778,1761,1778,1761,1778,126,351,1778,351,3,3
indicconformer_free,ref,True,DPmew0didIM__000191000_000512000,748,768,748,768,742,768,121,495,768,497,5,5
indicconformer_free,ref,True,EmsKkNN2Me4__000035000_000095000,176,179,176,179,175,179,49,81,179,81,2,2
indicconformer_free,ref,True,ExGJodnzocM__000212000_000527000,1120,1161,1120,1161,1114,1161,182,395,1161,396,4,4
indicconformer_free,ref,True,F2uXav-wriA__000000000_000907000,2564,2765,2564,2765,2562,2765,194,1854,2765,1884,4,4
indicconformer_free,ref,True,FDMf9ApmoNU__000016000_000686000,1614,1670,1614,1670,1612,1670,127,489,1670,490,4,3
indicconformer_free,ref,True,G6qzg93FxwE__000021000_000116000,231,267,231,267,231,267,5,147,267,148,2,2
indicconformer_free,ref,True,GEc_sS2KWo8__000096000_000290000,505,518,505,518,505,518,24,237,518,237,4,3
indicconformer_free,ref,True,GfFLEIAAumk__000090000_000163000,207,216,207,216,207,216,9,79,216,79,2,2
indicconformer_free,ref,True,Gq45evw6ytY__000597000_001464000,2659,2740,2659,2740,2659,2740,221,836,2740,842,3,3
indicconformer_free,ref,True,HZv_WvIr6lE__000021000_000105000,252,260,252,260,252,260,12,63,260,63,3,2
indicconformer_free,ref,True,HpYG46tGyYs__000103000_000998000,2265,2552,2265,2552,2260,2552,71,2457,2552,2600,4,4
indicconformer_free,ref,True,IAm1rt-MYcA__000004000_000558000,1603,1688,1603,1688,1600,1688,81,723,1688,727,4,4
indicconformer_free,ref,True,Iare1Emeueg__000016000_000069000,137,139,137,139,137,139,7,34,139,34,2,2
indicconformer_free,ref,True,IfTL8SSN270__000062000_000671000,2074,2214,2074,2214,2054,2214,210,1232,2214,1242,4,4
indicconformer_free,ref,True,Ig6szCD8m20__000046000_000106000,178,193,178,193,170,193,40,164,193,171,2,2
indicconformer_free,ref,True,Iqhnt8ENm3U__000027000_000088000,170,177,169,177,167,177,31,71,177,71,3,3
indicconformer_free,ref,True,J4-VpEkBzWw__000000000_000600000,1447,1552,1447,1552,1444,1552,164,1103,1552,1124,7,7
indicconformer_free,ref,True,JBYGLQJwFDc__000103000_000407000,664,680,663,680,657,680,58,152,680,153,3,3
indicconformer_free,ref,True,JSB1CeS4pP8__000000000_000632000,1985,2088,1985,2088,1984,2088,244,1027,2088,1034,4,4
indicconformer_free,ref,True,Jc5AVwg2cZM__000153000_000214000,164,172,164,172,161,172,39,85,172,86,3,3
indicconformer_free,ref,True,KAtdcDieQMw__000057000_000599000,1682,1742,1682,1742,1679,1742,236,1137,1742,1145,3,3
indicconformer_free,ref,True,KPkRi3GM7fs__000047000_000642000,1664,1773,1664,1773,1646,1773,89,1652,1773,1705,3,3
indicconformer_free,ref,True,Kdi-ECuOaKg__000002000_000078000,87,91,87,91,85,91,18,76,91,78,6,4
indicconformer_free,ref,True,L7xRazDdtgw__000019000_000083000,100,102,100,102,99,102,18,25,102,25,3,2
indicconformer_free,ref,True,LBIWBxQ5H1s__000090000_001020000,2380,2452,2380,2452,2370,2452,318,1164,2452,1171,4,4
indicconformer_free,ref,True,LK23jX9tgZM__000059000_000221000,537,548,537,548,537,548,18,117,548,121,3,2
indicconformer_free,ref,True,LctYmmr9-Vg__000000000_000061000,128,139,128,139,126,139,6,62,139,62,2,2
indicconformer_free,ref,True,LqQHdo7t5Ps__000198000_000498000,567,692,567,692,555,692,60,542,692,553,3,3
indicconformer_free,ref,True,Md3p6RTanBg__000315000_000426000,264,298,264,298,263,298,1,163,298,167,3,3
indicconformer_free,ref,True,MmtWBUK2DKE__000000000_000310000,1012,1083,1012,1083,1008,1083,76,744,1083,758,5,4
indicconformer_free,ref,True,NLgHpYyf5bY__000313000_000383000,235,240,235,240,236,240,5,191,240,191,2,2
indicconformer_free,ref,True,NuhdqCEuIBo__000197000_000540000,1285,1369,1285,1369,1280,1369,170,665,1369,676,3,3
indicconformer_free,ref,True,O4_aeGFzZ8A__000000000_000335000,658,702,658,702,658,702,50,548,702,557,8,8
indicconformer_free,ref,True,OXUt5KnlUMo__000091000_000181000,228,248,228,248,227,248,34,174,248,175,2,2
indicconformer_free,ref,True,OxYCBQKZ3iY__000000000_001822000,5457,5525,5457,5525,5455,5525,906,1929,5525,1929,7,7
indicconformer_free,ref,True,PCUA2q2C-2A__000045000_000107000,117,154,117,154,117,154,1,146,154,158,3,3
indicconformer_free,ref,True,PEDfT9-Yf2o__000000000_000469000,912,1051,912,1051,911,1051,29,816,1051,840,3,3
indicconformer_free,ref,True,PQB3-4sZUeY__000000000_001132000,2978,3024,2978,3024,2975,3024,326,1048,3024,1048,4,4
indicconformer_free,ref,True,PRAzUz0GANs__000223000_000283000,193,194,193,194,193,194,25,103,194,103,2,2
indicconformer_free,ref,True,PSIzXy5-y2E__000002000_000918000,2180,2480,2180,2480,2153,2480,186,1626,2480,1647,3,3
indicconformer_free,ref,True,PVDfS7lcJHY__000000000_000360000,1008,1036,1007,1036,1001,1036,161,467,1036,467,6,6
indicconformer_free,ref,True,Pjre5dpnKGA__000000000_000330000,749,769,749,769,748,769,134,357,769,359,4,4
indicconformer_free,ref,True,QhpjuNTZoA8__000000000_000586000,1524,1572,1524,1572,1521,1572,261,1029,1572,1040,3,3
indicconformer_free,ref,True,QuA_B6IZ6Ls__000061000_001863000,6432,6635,6432,6635,6221,6635,1588,3346,6635,3366,4,4
indicconformer_free,ref,True,RL2fhIEEbZg__000000000_000065000,154,164,154,164,154,164,13,81,164,81,3,2
indicconformer_free,ref,True,RL2fhIEEbZg__000066000_001034000,2372,2570,2372,2570,2366,2570,239,1470,2570,1480,3,3
indicconformer_free,ref,True,RWTmftezCwI__000000000_000060000,106,119,106,119,106,119,16,67,119,67,2,1
indicconformer_free,ref,True,RZUZyvRzi80__000000000_000336000,911,1085,911,1085,909,1085,46,934,1085,964,4,4
indicconformer_free,ref,True,SZ7ay4OjfAE__000000000_000897000,2082,2159,2082,2159,2076,2159,409,919,2159,926,5,5
indicconformer_free,ref,True,T3I2T-cfhG4__000160000_000210000,100,116,100,116,97,116,3,98,116,101,2,2
indicconformer_free,ref,True,TU3M6wSQV_g__000099000_000171000,201,216,201,216,198,216,20,118,216,119,2,2
indicconformer_free,ref,True,Tlha36rSd5o__000240000_000374000,291,318,291,318,291,318,0,165,318,169,2,2
indicconformer_free,ref,True,TrPnW5kLAyQ__000093000_000513000,963,1099,963,1099,965,1099,68,704,1099,712,4,4
indicconformer_free,ref,True,U_EHjxThUgc__000181000_000289000,259,299,259,299,253,299,19,214,299,217,3,3
indicconformer_free,ref,True,VHlIFsHPWbk__000023000_000470000,1222,1329,1222,1329,1225,1329,73,1004,1329,1048,4,4
indicconformer_free,ref,True,VKY0uuZ6Om8__000575000_000935000,957,1077,957,1077,949,1077,121,574,1077,581,3,3
indicconformer_free,ref,True,VY_4x1scS-Y__000013000_000121000,325,336,325,336,325,336,17,80,336,80,4,4
indicconformer_free,sortformer,False,0AEEA8NyVwY__000011000_000609000,1083,1333,1083,1333,1083,1333,41,952,1333,961,3,3
indicconformer_free,sortformer,False,0SoItGfM_sY__000007000_000088000,163,165,163,165,160,165,29,138,165,138,5,3
indicconformer_free,sortformer,False,0VEwL9XZ0LY__000261000_000557000,619,873,619,873,611,873,34,811,873,840,2,2
indicconformer_free,sortformer,False,1LFl5JEipII__000000000_000597000,1558,1590,1557,1590,1552,1590,168,299,1590,299,5,4
indicconformer_free,sortformer,False,2HGP34TNvjg__000084000_000194000,278,296,278,296,278,296,8,232,296,250,2,2
indicconformer_free,sortformer,False,2LN6vb7EBn0__000098000_000394000,744,751,744,751,744,751,27,40,751,40,3,3
indicconformer_free,sortformer,False,2T4pjueLrsk__000677000_001290000,2262,2314,2262,2314,2260,2314,156,546,2314,548,4,2
indicconformer_free,sortformer,False,2gGHQgj9yno__000000000_000099000,279,285,279,285,279,285,21,59,285,60,4,3
indicconformer_free,sortformer,False,2iMXYxBTwbM__000339000_000401000,180,188,180,188,180,188,24,45,188,45,3,2
indicconformer_free,sortformer,False,37dND_0r6S8__000060000_000222000,557,557,557,557,557,557,0,3,557,3,2,1
indicconformer_free,sortformer,False,4Qg2jWP6_T0__000136000_000202000,264,266,264,266,263,266,71,92,266,92,3,2
indicconformer_free,sortformer,False,6-726qTlYeg__000102000_000162000,211,214,210,214,211,214,48,87,214,87,2,3
indicconformer_free,sortformer,False,6ZeRgvDHwcI__000006000_000100000,182,189,182,189,180,189,27,77,189,77,2,2
indicconformer_free,sortformer,False,6f6TLzlP8Wk__000082000_000144000,239,236,234,236,234,236,55,115,236,115,2,3
indicconformer_free,sortformer,False,7L4gi7Ncc0s__000090000_000148000,126,125,126,125,125,125,7,122,125,122,2,2
indicconformer_free,sortformer,False,7YfsQPYY-W0__000351000_000411000,207,208,207,208,207,208,18,30,208,30,2,2
indicconformer_free,sortformer,False,7c9ePKgqams__000299000_000869000,1391,1522,1391,1522,1388,1522,85,1211,1522,1250,4,3
indicconformer_free,sortformer,False,87Zbup3ohcw__000106000_000445000,684,749,684,749,684,749,4,326,749,331,4,4
indicconformer_free,sortformer,False,8Ve4SWhlrrA__000000000_000070000,122,133,122,133,121,133,5,132,133,136,2,2
indicconformer_free,sortformer,False,8pkp-lpMJP0__000326000_000926000,1489,1535,1489,1535,1470,1535,252,724,1535,725,8,4
indicconformer_free,sortformer,False,8r2Nltl0W4o__000259000_000320000,229,253,229,253,227,253,3,167,253,181,2,2
indicconformer_free,sortformer,False,90uAd6xpTPo__000016000_000408000,1274,1212,1274,1212,1118,1212,385,921,1212,939,4,4
indicconformer_free,sortformer,False,9Aw8kg8w5Xo__000000000_000083000,186,199,186,199,186,199,11,132,199,132,4,2
indicconformer_free,sortformer,False,9_GMxc_JjyI__000236000_000368000,352,371,352,371,349,371,40,299,371,303,2,2
indicconformer_free,sortformer,False,ARCKJrGkITw__000014000_000496000,1478,1375,1478,1375,1201,1375,474,1015,1375,1032,3,2
indicconformer_free,sortformer,False,ARZl7LT0UC0__000073000_000130000,151,153,151,153,151,153,24,67,153,67,3,3
indicconformer_free,sortformer,False,A_dohDOK6Ic__000000000_000600000,1763,1829,1762,1829,1692,1829,335,907,1829,912,3,3
indicconformer_free,sortformer,False,B2ScTgeIIck__000117000_000180000,169,174,169,174,170,174,26,96,174,96,2,2
indicconformer_free,sortformer,False,Cku_X_SL7qU__000060000_000660000,1761,1778,1761,1778,1761,1778,153,351,1778,351,3,3
indicconformer_free,sortformer,False,DPmew0didIM__000191000_000512000,751,768,751,768,742,768,130,495,768,497,5,4
indicconformer_free,sortformer,False,EmsKkNN2Me4__000035000_000095000,175,179,175,179,175,179,42,81,179,81,2,2
indicconformer_free,sortformer,False,ExGJodnzocM__000212000_000527000,1116,1161,1116,1161,1114,1161,200,395,1161,396,4,3
indicconformer_free,sortformer,False,G6qzg93FxwE__000021000_000116000,231,267,231,267,231,267,5,147,267,148,2,2
indicconformer_free,sortformer,False,GEc_sS2KWo8__000096000_000290000,506,518,506,518,505,518,25,237,518,237,4,3
indicconformer_free,sortformer,False,GfFLEIAAumk__000090000_000163000,207,216,207,216,207,216,8,79,216,79,2,2
indicconformer_free,sortformer,False,HZv_WvIr6lE__000021000_000105000,252,260,252,260,252,260,13,63,260,63,3,2
indicconformer_free,sortformer,False,IAm1rt-MYcA__000004000_000558000,1610,1688,1610,1688,1600,1688,105,723,1688,727,4,3
indicconformer_free,sortformer,False,Iare1Emeueg__000016000_000069000,137,139,137,139,137,139,8,34,139,34,2,2
indicconformer_free,sortformer,False,IfTL8SSN270__000062000_000671000,2060,2214,2060,2214,2054,2214,200,1232,2214,1242,4,4
indicconformer_free,sortformer,False,Ig6szCD8m20__000046000_000106000,170,193,170,193,170,193,31,164,193,171,2,2
indicconformer_free,sortformer,False,Iqhnt8ENm3U__000027000_000088000,166,177,166,177,167,177,29,71,177,71,3,2
indicconformer_free,sortformer,False,J4-VpEkBzWw__000000000_000600000,1721,1552,1750,1552,1444,1552,771,1103,1552,1124,7,4
indicconformer_free,sortformer,False,JBYGLQJwFDc__000103000_000407000,657,680,657,680,657,680,48,152,680,153,3,3
indicconformer_free,sortformer,False,Jc5AVwg2cZM__000153000_000214000,162,172,162,172,161,172,19,85,172,86,3,3
indicconformer_free,sortformer,False,KAtdcDieQMw__000057000_000599000,1694,1742,1694,1742,1679,1742,236,1137,1742,1145,3,3
indicconformer_free,sortformer,False,KPkRi3GM7fs__000047000_000642000,1653,1773,1653,1773,1646,1773,82,1652,1773,1705,3,3
indicconformer_free,sortformer,False,Kdi-ECuOaKg__000002000_000078000,110,91,110,91,85,91,31,76,91,78,6,2
indicconformer_free,sortformer,False,L7xRazDdtgw__000019000_000083000,100,102,100,102,99,102,12,25,102,25,3,2
indicconformer_free,sortformer,False,LK23jX9tgZM__000059000_000221000,537,548,537,548,537,548,30,117,548,121,3,3
indicconformer_free,sortformer,False,LctYmmr9-Vg__000000000_000061000,128,139,128,139,126,139,7,62,139,62,2,2
indicconformer_free,sortformer,False,LqQHdo7t5Ps__000198000_000498000,675,692,675,692,555,692,164,542,692,553,3,2
indicconformer_free,sortformer,False,Md3p6RTanBg__000315000_000426000,265,298,265,298,263,298,3,163,298,167,3,3
indicconformer_free,sortformer,False,MmtWBUK2DKE__000000000_000310000,1376,1083,1376,1083,1008,1083,376,744,1083,758,5,2
indicconformer_free,sortformer,False,NLgHpYyf5bY__000313000_000383000,236,240,236,240,236,240,25,191,240,191,2,2
indicconformer_free,sortformer,False,NuhdqCEuIBo__000197000_000540000,1283,1369,1283,1369,1280,1369,155,665,1369,676,3,3
indicconformer_free,sortformer,False,O4_aeGFzZ8A__000000000_000335000,898,702,898,702,658,702,241,548,702,557,8,4
indicconformer_free,sortformer,False,OXUt5KnlUMo__000091000_000181000,227,248,227,248,227,248,38,174,248,175,2,2
indicconformer_free,sortformer,False,PCUA2q2C-2A__000045000_000107000,117,154,117,154,117,154,1,146,154,158,3,3
indicconformer_free,sortformer,False,PEDfT9-Yf2o__000000000_000469000,1198,1051,1198,1051,911,1051,282,816,1051,840,3,2
indicconformer_free,sortformer,False,PRAzUz0GANs__000223000_000283000,193,194,193,194,193,194,23,103,194,103,2,2
indicconformer_free,sortformer,False,PVDfS7lcJHY__000000000_000360000,1033,1036,1060,1036,1001,1036,445,467,1036,467,6,4
indicconformer_free,sortformer,False,Pjre5dpnKGA__000000000_000330000,751,769,751,769,748,769,134,357,769,359,4,3
indicconformer_free,sortformer,False,QhpjuNTZoA8__000000000_000586000,1683,1572,1737,1572,1521,1572,890,1029,1572,1040,3,3
indicconformer_free,sortformer,False,RL2fhIEEbZg__000000000_000065000,154,164,154,164,154,164,14,81,164,81,3,2
indicconformer_free,sortformer,False,RWTmftezCwI__000000000_000060000,106,119,106,119,106,119,16,67,119,67,2,1
indicconformer_free,sortformer,False,RZUZyvRzi80__000000000_000336000,1093,1085,1093,1085,909,1085,222,934,1085,964,4,3
indicconformer_free,sortformer,False,T3I2T-cfhG4__000160000_000210000,97,116,97,116,97,116,0,98,116,101,2,2
indicconformer_free,sortformer,False,TU3M6wSQV_g__000099000_000171000,199,216,199,216,198,216,13,118,216,119,2,2
indicconformer_free,sortformer,False,Tlha36rSd5o__000240000_000374000,291,318,291,318,291,318,2,165,318,169,2,2
indicconformer_free,sortformer,False,TrPnW5kLAyQ__000093000_000513000,965,1099,965,1099,965,1099,65,704,1099,712,4,4
indicconformer_free,sortformer,False,U_EHjxThUgc__000181000_000289000,256,299,256,299,253,299,13,214,299,217,3,3
indicconformer_free,sortformer,False,VHlIFsHPWbk__000023000_000470000,1236,1329,1236,1329,1225,1329,135,1004,1329,1048,4,4
indicconformer_free,sortformer,False,VKY0uuZ6Om8__000575000_000935000,954,1077,954,1077,949,1077,94,574,1077,581,3,3
indicconformer_free,sortformer,False,VY_4x1scS-Y__000013000_000121000,325,336,325,336,325,336,14,80,336,80,4,2
indicconformer_free,sortformer+rule,False,0AEEA8NyVwY__000011000_000609000,1083,1333,1083,1333,1083,1333,42,952,1333,961,3,3
indicconformer_free,sortformer+rule,False,0SoItGfM_sY__000007000_000088000,162,165,163,165,160,165,36,138,165,138,5,3
indicconformer_free,sortformer+rule,False,0VEwL9XZ0LY__000261000_000557000,621,873,621,873,611,873,33,811,873,840,2,2
indicconformer_free,sortformer+rule,False,1LFl5JEipII__000000000_000597000,1560,1590,1559,1590,1552,1590,168,299,1590,299,5,4
indicconformer_free,sortformer+rule,False,2HGP34TNvjg__000084000_000194000,277,296,277,296,278,296,10,232,296,250,2,2
indicconformer_free,sortformer+rule,False,2LN6vb7EBn0__000098000_000394000,744,751,744,751,744,751,27,40,751,40,3,3
indicconformer_free,sortformer+rule,False,2T4pjueLrsk__000677000_001290000,2262,2314,2262,2314,2260,2314,162,546,2314,548,4,2
indicconformer_free,sortformer+rule,False,2gGHQgj9yno__000000000_000099000,279,285,279,285,279,285,20,59,285,60,4,2
indicconformer_free,sortformer+rule,False,2iMXYxBTwbM__000339000_000401000,180,188,180,188,180,188,22,45,188,45,3,2
indicconformer_free,sortformer+rule,False,37dND_0r6S8__000060000_000222000,557,557,557,557,557,557,0,3,557,3,2,1
indicconformer_free,sortformer+rule,False,4Qg2jWP6_T0__000136000_000202000,263,266,263,266,263,266,41,92,266,92,3,2
indicconformer_free,sortformer+rule,False,6-726qTlYeg__000102000_000162000,211,214,210,214,211,214,50,87,214,87,2,3
indicconformer_free,sortformer+rule,False,6ZeRgvDHwcI__000006000_000100000,182,189,182,189,180,189,26,77,189,77,2,2
indicconformer_free,sortformer+rule,False,6f6TLzlP8Wk__000082000_000144000,239,236,234,236,234,236,71,115,236,115,2,3
indicconformer_free,sortformer+rule,False,7L4gi7Ncc0s__000090000_000148000,126,125,126,125,125,125,7,122,125,122,2,2
indicconformer_free,sortformer+rule,False,7YfsQPYY-W0__000351000_000411000,207,208,207,208,207,208,9,30,208,30,2,2
indicconformer_free,sortformer+rule,False,7c9ePKgqams__000299000_000869000,1390,1522,1390,1522,1388,1522,89,1211,1522,1250,4,3
indicconformer_free,sortformer+rule,False,87Zbup3ohcw__000106000_000445000,684,749,684,749,684,749,4,326,749,331,4,4
indicconformer_free,sortformer+rule,False,8Ve4SWhlrrA__000000000_000070000,122,133,122,133,121,133,5,132,133,136,2,2
indicconformer_free,sortformer+rule,False,8pkp-lpMJP0__000326000_000926000,1489,1535,1489,1535,1470,1535,246,724,1535,725,8,4
indicconformer_free,sortformer+rule,False,8r2Nltl0W4o__000259000_000320000,229,253,229,253,227,253,2,167,253,181,2,1
indicconformer_free,sortformer+rule,False,90uAd6xpTPo__000016000_000408000,1274,1212,1274,1212,1118,1212,387,921,1212,939,4,4
indicconformer_free,sortformer+rule,False,9Aw8kg8w5Xo__000000000_000083000,186,199,186,199,186,199,11,132,199,132,4,2
indicconformer_free,sortformer+rule,False,9_GMxc_JjyI__000236000_000368000,353,371,353,371,349,371,37,299,371,303,2,2
indicconformer_free,sortformer+rule,False,ARCKJrGkITw__000014000_000496000,1470,1375,1470,1375,1201,1375,462,1015,1375,1032,3,2
indicconformer_free,sortformer+rule,False,ARZl7LT0UC0__000073000_000130000,151,153,151,153,151,153,22,67,153,67,3,3
indicconformer_free,sortformer+rule,False,A_dohDOK6Ic__000000000_000600000,1764,1829,1763,1829,1692,1829,322,907,1829,912,3,3
indicconformer_free,sortformer+rule,False,B2ScTgeIIck__000117000_000180000,169,174,169,174,170,174,27,96,174,96,2,2
indicconformer_free,sortformer+rule,False,Cku_X_SL7qU__000060000_000660000,1761,1778,1761,1778,1761,1778,155,351,1778,351,3,3
indicconformer_free,sortformer+rule,False,DPmew0didIM__000191000_000512000,751,768,751,768,742,768,128,495,768,497,5,4
indicconformer_free,sortformer+rule,False,EmsKkNN2Me4__000035000_000095000,175,179,175,179,175,179,38,81,179,81,2,2
indicconformer_free,sortformer+rule,False,ExGJodnzocM__000212000_000527000,1117,1161,1117,1161,1114,1161,200,395,1161,396,4,3
indicconformer_free,sortformer+rule,False,G6qzg93FxwE__000021000_000116000,231,267,231,267,231,267,4,147,267,148,2,2
indicconformer_free,sortformer+rule,False,GEc_sS2KWo8__000096000_000290000,505,518,505,518,505,518,22,237,518,237,4,3
indicconformer_free,sortformer+rule,False,GfFLEIAAumk__000090000_000163000,208,216,208,216,207,216,9,79,216,79,2,2
indicconformer_free,sortformer+rule,False,HZv_WvIr6lE__000021000_000105000,252,260,252,260,252,260,13,63,260,63,3,2
indicconformer_free,sortformer+rule,False,IAm1rt-MYcA__000004000_000558000,1612,1688,1612,1688,1600,1688,104,723,1688,727,4,3
indicconformer_free,sortformer+rule,False,Iare1Emeueg__000016000_000069000,137,139,137,139,137,139,10,34,139,34,2,2
indicconformer_free,sortformer+rule,False,IfTL8SSN270__000062000_000671000,2056,2214,2056,2214,2054,2214,184,1232,2214,1242,4,4
indicconformer_free,sortformer+rule,False,Ig6szCD8m20__000046000_000106000,171,193,171,193,170,193,33,164,193,171,2,2
indicconformer_free,sortformer+rule,False,Iqhnt8ENm3U__000027000_000088000,165,177,165,177,167,177,31,71,177,71,3,2
indicconformer_free,sortformer+rule,False,J4-VpEkBzWw__000000000_000600000,1722,1552,1752,1552,1444,1552,767,1103,1552,1124,7,4
indicconformer_free,sortformer+rule,False,JBYGLQJwFDc__000103000_000407000,658,680,658,680,657,680,50,152,680,153,3,3
indicconformer_free,sortformer+rule,False,Jc5AVwg2cZM__000153000_000214000,162,172,162,172,161,172,28,85,172,86,3,3
indicconformer_free,sortformer+rule,False,KAtdcDieQMw__000057000_000599000,1690,1742,1690,1742,1679,1742,223,1137,1742,1145,3,3
indicconformer_free,sortformer+rule,False,KPkRi3GM7fs__000047000_000642000,1654,1773,1654,1773,1646,1773,82,1652,1773,1705,3,3
indicconformer_free,sortformer+rule,False,Kdi-ECuOaKg__000002000_000078000,110,91,110,91,85,91,31,76,91,78,6,2
indicconformer_free,sortformer+rule,False,L7xRazDdtgw__000019000_000083000,100,102,100,102,99,102,9,25,102,25,3,2
indicconformer_free,sortformer+rule,False,LK23jX9tgZM__000059000_000221000,537,548,537,548,537,548,28,117,548,121,3,3
indicconformer_free,sortformer+rule,False,LctYmmr9-Vg__000000000_000061000,127,139,127,139,126,139,7,62,139,62,2,2
indicconformer_free,sortformer+rule,False,LqQHdo7t5Ps__000198000_000498000,673,692,673,692,555,692,164,542,692,553,3,2
indicconformer_free,sortformer+rule,False,Md3p6RTanBg__000315000_000426000,264,298,264,298,263,298,4,163,298,167,3,3
indicconformer_free,sortformer+rule,False,MmtWBUK2DKE__000000000_000310000,1376,1083,1376,1083,1008,1083,377,744,1083,758,5,2
indicconformer_free,sortformer+rule,False,NLgHpYyf5bY__000313000_000383000,236,240,236,240,236,240,22,191,240,191,2,2
indicconformer_free,sortformer+rule,False,NuhdqCEuIBo__000197000_000540000,1283,1369,1283,1369,1280,1369,157,665,1369,676,3,3
indicconformer_free,sortformer+rule,False,O4_aeGFzZ8A__000000000_000335000,903,702,903,702,658,702,240,548,702,557,8,4
indicconformer_free,sortformer+rule,False,OXUt5KnlUMo__000091000_000181000,227,248,227,248,227,248,38,174,248,175,2,2
indicconformer_free,sortformer+rule,False,PCUA2q2C-2A__000045000_000107000,117,154,117,154,117,154,1,146,154,158,3,3
indicconformer_free,sortformer+rule,False,PEDfT9-Yf2o__000000000_000469000,1198,1051,1198,1051,911,1051,282,816,1051,840,3,2
indicconformer_free,sortformer+rule,False,PRAzUz0GANs__000223000_000283000,193,194,193,194,193,194,24,103,194,103,2,2
indicconformer_free,sortformer+rule,False,PVDfS7lcJHY__000000000_000360000,1035,1036,1062,1036,1001,1036,439,467,1036,467,6,4
indicconformer_free,sortformer+rule,False,Pjre5dpnKGA__000000000_000330000,751,769,751,769,748,769,133,357,769,359,4,3
indicconformer_free,sortformer+rule,False,QhpjuNTZoA8__000000000_000586000,1677,1572,1730,1572,1521,1572,896,1029,1572,1040,3,3
indicconformer_free,sortformer+rule,False,RL2fhIEEbZg__000000000_000065000,154,164,154,164,154,164,14,81,164,81,3,2
indicconformer_free,sortformer+rule,False,RWTmftezCwI__000000000_000060000,106,119,106,119,106,119,16,67,119,67,2,1
indicconformer_free,sortformer+rule,False,RZUZyvRzi80__000000000_000336000,1092,1085,1092,1085,909,1085,221,934,1085,964,4,3
indicconformer_free,sortformer+rule,False,T3I2T-cfhG4__000160000_000210000,97,116,97,116,97,116,0,98,116,101,2,2
indicconformer_free,sortformer+rule,False,TU3M6wSQV_g__000099000_000171000,201,216,201,216,198,216,10,118,216,119,2,2
indicconformer_free,sortformer+rule,False,Tlha36rSd5o__000240000_000374000,293,318,293,318,291,318,4,165,318,169,2,2
indicconformer_free,sortformer+rule,False,TrPnW5kLAyQ__000093000_000513000,967,1099,967,1099,965,1099,61,704,1099,712,4,4
indicconformer_free,sortformer+rule,False,U_EHjxThUgc__000181000_000289000,256,299,256,299,253,299,12,214,299,217,3,3
